State,Week,Deaths,Covid Feature,TAVG,Average Population Density,Population,Year,Covid 19 Deaths,Average of Death from 2015 to2019
New Mexico,13,373,0,47.2,6.674389898,2096829,2019,0,362.6
New Mexico,14,336,0,55.1,6.674389898,2096829,2019,0,357.6
New Mexico,15,372,0,55.1,6.674389898,2096829,2019,0,356.6
New Mexico,16,347,0,55.1,6.674389898,2096829,2019,0,346.6
New Mexico,17,376,0,55.1,6.674389898,2096829,2019,0,342
New Mexico,18,358,0,65.6,6.674389898,2096829,2019,0,348.8
New Mexico,1,395,0,35.3,6.674389898,2096829,2020,0,385
New Mexico,2,400,0,35.3,6.674389898,2096829,2020,0,384.6
New Mexico,3,379,0,35.3,6.674389898,2096829,2020,0,394.6
New Mexico,4,388,0,35.3,6.674389898,2096829,2020,0,371
New Mexico,5,359,0,41.3,6.674389898,2096829,2020,0,362.2
New Mexico,6,357,0,41.3,6.674389898,2096829,2020,0,383.4
New Mexico,7,371,0,41.3,6.674389898,2096829,2020,0,368.4
New Mexico,8,370,0,41.3,6.674389898,2096829,2020,0,373.8
New Mexico,9,384,0,41.3,6.674389898,2096829,2020,0,374.6
New Mexico,10,373,1,47.2,6.674389898,2096829,2020,0,366.6
New Mexico,11,317,1,47.2,6.674389898,2096829,2020,0,376
New Mexico,12,342,1,47.2,6.674389898,2096829,2020,0,365
New Mexico,13,321,1,47.2,6.674389898,2096829,2020,0,362.6
New Mexico,14,330,1,55.1,6.674389898,2096829,2020,0,357.6
New Mexico,15,297,1,55.1,6.674389898,2096829,2020,20,356.6
New Mexico,16,206,1,55.1,6.674389898,2096829,2020,31,346.6
New Mexico,17,41,1,55.1,6.674389898,2096829,2020,34,342
New York,1,3234,0,19.5,159.3825201,19453561,2019,0,2376.8
New York,2,3157,0,19.5,159.3825201,19453561,2019,0,2390.8
New York,3,3223,0,19.5,159.3825201,19453561,2019,0,2322.8
New York,4,3320,0,19.5,159.3825201,19453561,2019,0,2362
New York,5,3143,0,29.4,159.3825201,19453561,2019,0,2288.4
New York,6,3274,0,29.4,159.3825201,19453561,2019,0,2297
New York,7,3121,0,29.4,159.3825201,19453561,2019,0,2248.2
New York,8,3142,0,29.4,159.3825201,19453561,2019,0,2242
New York,9,3109,0,29.9,159.3825201,19453561,2019,0,2254
New York,10,3288,0,29.9,159.3825201,19453561,2019,0,2282.6
New York,11,3119,0,29.9,159.3825201,19453561,2019,0,2169.8
New York,12,3059,0,29.9,159.3825201,19453561,2019,0,2191.2
New York,13,3110,0,29.9,159.3825201,19453561,2019,0,2194.4
New York,14,3048,0,37.8,159.3825201,19453561,2019,0,2152.8
New York,15,3006,0,37.8,159.3825201,19453561,2019,0,2182.2
New York,16,2881,0,37.8,159.3825201,19453561,2019,0,2124.4
New York,17,2806,0,37.8,159.3825201,19453561,2019,0,2073.8
New York,18,2965,0,60.1,159.3825201,19453561,2019,0,2095.8
New York,1,3221,0,19.5,159.3825201,19453561,2020,0,2376.8
New York,2,3192,0,19.5,159.3825201,19453561,2020,0,2390.8
New York,3,3291,0,19.5,159.3825201,19453561,2020,0,2322.8
New York,4,3198,0,19.5,159.3825201,19453561,2020,0,2362
New York,5,3186,0,29.4,159.3825201,19453561,2020,0,2288.4
New York,6,3205,0,29.4,159.3825201,19453561,2020,0,2297
New York,7,3092,0,29.4,159.3825201,19453561,2020,0,2248.2
New York,8,3087,0,29.4,159.3825201,19453561,2020,0,2242
New York,9,3201,0,29.4,159.3825201,19453561,2020,0,2254
New York,10,3105,1,29.9,159.3825201,19453561,2020,0,2282.6
New York,11,2997,1,29.9,159.3825201,19453561,2020,0,2169.8
New York,12,3389,1,29.9,159.3825201,19453561,2020,40,2191.2
New York,13,5066,1,29.9,159.3825201,19453561,2020,256,2194.4
New York,14,9042,1,37.8,159.3825201,19453561,2020,945,2152.8
New York,15,10745,1,37.8,159.3825201,19453561,2020,1826,2182.2
New York,16,7754,1,37.8,159.3825201,19453561,2020,1782,2124.4
New York,17,2606,1,37.8,159.3825201,19453561,2020,1263,2073.8
North Carolina,1,3542,0,41.9,83.29164549,10488084,2019,0,2341.8
North Carolina,2,3419,0,41.9,83.29164549,10488084,2019,0,2314.6
North Carolina,3,3384,0,41.9,83.29164549,10488084,2019,0,2216.2
North Carolina,4,3331,0,41.9,83.29164549,10488084,2019,0,2226.4
North Carolina,5,3393,0,51.9,83.29164549,10488084,2019,0,2225.6
North Carolina,6,3334,0,51.9,83.29164549,10488084,2019,0,2222
North Carolina,7,3361,0,51.9,83.29164549,10488084,2019,0,2224.2
North Carolina,8,3237,0,51.9,83.29164549,10488084,2019,0,2162.6
North Carolina,9,3314,0,46.3,83.29164549,10488084,2019,0,2192.6
North Carolina,10,3143,0,46.3,83.29164549,10488084,2019,0,2159.6
North Carolina,11,3100,0,46.3,83.29164549,10488084,2019,0,2084.4
North Carolina,12,3058,0,46.3,83.29164549,10488084,2019,0,2098
North Carolina,13,3109,0,46.3,83.29164549,10488084,2019,0,2087.6
North Carolina,14,3048,0,56.1,83.29164549,10488084,2019,0,2047.4
North Carolina,15,3021,0,56.1,83.29164549,10488084,2019,0,2025.4
North Carolina,16,2917,0,56.1,83.29164549,10488084,2019,0,1950.2
North Carolina,17,2914,0,56.1,83.29164549,10488084,2019,0,1929.4
North Carolina,18,2825,0,71.6,83.29164549,10488084,2019,0,1955.6
North Carolina,1,3085,0,41.9,83.29164549,10488084,2020,0,2341.8
North Carolina,2,3117,0,41.9,83.29164549,10488084,2020,0,2314.6
North Carolina,3,3087,0,41.9,83.29164549,10488084,2020,0,2216.2
North Carolina,4,3148,0,41.9,83.29164549,10488084,2020,0,2226.4
North Carolina,5,3037,0,51.9,83.29164549,10488084,2020,0,2225.6
North Carolina,6,2894,0,51.9,83.29164549,10488084,2020,0,2222
North Carolina,7,2873,0,51.9,83.29164549,10488084,2020,0,2224.2
North Carolina,8,2975,0,51.9,83.29164549,10488084,2020,0,2162.6
North Carolina,9,3122,0,51.9,83.29164549,10488084,2020,0,2192.6
North Carolina,10,3140,1,46.3,83.29164549,10488084,2020,0,2159.6
North Carolina,11,2886,1,46.3,83.29164549,10488084,2020,0,2084.4
North Dakota,1,2935,0,9.8,4.264195201,762062,2019,0,698.4
North Dakota,2,2958,0,9.8,4.264195201,762062,2019,0,713.6
North Dakota,3,2994,0,9.8,4.264195201,762062,2019,0,716.8
North Dakota,4,3040,0,9.8,4.264195201,762062,2019,0,720.2
North Dakota,5,3005,0,5.4,4.264195201,762062,2019,0,708
North Dakota,6,2838,0,5.4,4.264195201,762062,2019,0,672.6
North Dakota,7,2849,0,5.4,4.264195201,762062,2019,0,683.8
North Dakota,8,3355,0,5.4,4.264195201,762062,2019,0,782.4
North Dakota,9,3307,0,24.7,4.264195201,762062,2019,0,768.4
North Dakota,10,3191,0,24.7,4.264195201,762062,2019,0,753.8
North Dakota,11,3372,0,24.7,4.264195201,762062,2019,0,784.2
North Dakota,12,3176,0,24.7,4.264195201,762062,2019,0,746.4
North Dakota,13,3286,0,24.7,4.264195201,762062,2019,0,767.6
North Dakota,14,3156,0,33.2,4.264195201,762062,2019,0,748
North Dakota,15,3139,0,33.2,4.264195201,762062,2019,0,735.2
North Dakota,16,3028,0,33.2,4.264195201,762062,2019,0,714.4
North Dakota,17,3097,0,33.2,4.264195201,762062,2019,0,725.2
North Dakota,18,3121,0,60.2,4.264195201,762062,2019,0,725.6
North Dakota,1,3117,0,9.8,4.264195201,762062,2020,0,698.4
North Dakota,2,2932,0,9.8,4.264195201,762062,2020,0,713.6
North Dakota,3,2845,0,9.8,4.264195201,762062,2020,0,716.8
North Dakota,4,3054,0,9.8,4.264195201,762062,2020,0,720.2
North Dakota,5,2910,0,5.4,4.264195201,762062,2020,0,708
North Dakota,6,2999,0,5.4,4.264195201,762062,2020,0,672.6
North Dakota,7,2877,0,5.4,4.264195201,762062,2020,0,683.8
North Dakota,8,3637,0,5.4,4.264195201,762062,2020,0,782.4
North Dakota,9,3783,0,5.4,4.264195201,762062,2020,0,768.4
North Dakota,10,3409,1,24.7,4.264195201,762062,2020,0,753.8
North Dakota,11,3440,1,24.7,4.264195201,762062,2020,0,784.2
North Dakota,12,3310,1,24.7,4.264195201,762062,2020,0,746.4
North Dakota,13,3417,1,24.7,4.264195201,762062,2020,0,767.6
North Dakota,14,3324,1,33.2,4.264195201,762062,2020,0,748
North Dakota,15,3208,1,33.2,4.264195201,762062,2020,0,735.2
North Dakota,16,3206,1,33.2,4.264195201,762062,2020,0,714.4
North Dakota,17,3153,1,33.2,4.264195201,762062,2020,0,725.2
Ohio,1,3019,0,27.3,110.4521896,11689100,2019,0,2767
Ohio,2,3030,0,27.3,110.4521896,11689100,2019,0,2811.6
Ohio,3,2970,0,27.3,110.4521896,11689100,2019,0,2692.6
Ohio,4,3018,0,27.3,110.4521896,11689100,2019,0,2657.6
Ohio,5,3060,0,36.7,110.4521896,11689100,2019,0,2587.8
Ohio,6,3059,0,36.7,110.4521896,11689100,2019,0,2621.6
Ohio,7,2869,0,36.7,110.4521896,11689100,2019,0,2563.6
Ohio,8,2907,0,36.7,110.4521896,11689100,2019,0,2577
Ohio,9,2550,0,36.4,110.4521896,11689100,2019,0,2461.6
Ohio,10,2628,0,36.4,110.4521896,11689100,2019,0,2486
Ohio,11,2562,0,36.4,110.4521896,11689100,2019,0,2407.4
Ohio,12,2455,0,36.4,110.4521896,11689100,2019,0,2429
Ohio,13,2493,0,36.4,110.4521896,11689100,2019,0,2412.4
Ohio,14,2548,0,45.1,110.4521896,11689100,2019,0,2467.4
Ohio,15,2358,0,45.1,110.4521896,11689100,2019,0,2427.2
Ohio,16,2349,0,45.1,110.4521896,11689100,2019,0,2334
Ohio,17,2309,0,45.1,110.4521896,11689100,2019,0,2274.8
Ohio,18,2253,0,68,110.4521896,11689100,2019,0,2287
Ohio,1,2538,0,27.3,110.4521896,11689100,2020,0,2767
Ohio,2,2600,0,27.3,110.4521896,11689100,2020,0,2811.6
Ohio,3,2461,0,27.3,110.4521896,11689100,2020,0,2692.6
Ohio,4,2556,0,27.3,110.4521896,11689100,2020,0,2657.6
Ohio,5,2481,0,36.7,110.4521896,11689100,2020,0,2587.8
Ohio,6,2522,0,36.7,110.4521896,11689100,2020,0,2621.6
Ohio,7,2461,0,36.7,110.4521896,11689100,2020,0,2563.6
Ohio,8,2495,0,36.7,110.4521896,11689100,2020,0,2577
Ohio,9,2419,0,36.7,110.4521896,11689100,2020,0,2461.6
Ohio,10,2382,1,36.4,110.4521896,11689100,2020,0,2486
Ohio,11,2307,1,36.4,110.4521896,11689100,2020,0,2407.4
Ohio,12,2080,1,36.4,110.4521896,11689100,2020,0,2429
Ohio,13,2112,1,36.4,110.4521896,11689100,2020,31,2412.4
Ohio,14,2100,1,45.1,110.4521896,11689100,2020,107,2467.4
Ohio,15,1767,1,45.1,110.4521896,11689100,2020,153,2427.2
Ohio,16,999,1,45.1,110.4521896,11689100,2020,196,2334
Ohio,17,339,1,45.1,110.4521896,11689100,2020,150,2274.8
Oklahoma,1,819,0,38.3,22.27269248,3956971,2019,0,834.6
Oklahoma,2,798,0,38.3,22.27269248,3956971,2019,0,842.6
Oklahoma,3,799,0,38.3,22.27269248,3956971,2019,0,845
Oklahoma,4,813,0,38.3,22.27269248,3956971,2019,0,845.4
Oklahoma,5,811,0,41,22.27269248,3956971,2019,0,829.2
Oklahoma,6,834,0,41,22.27269248,3956971,2019,0,842.6
Oklahoma,7,847,0,41,22.27269248,3956971,2019,0,845
Oklahoma,8,840,0,41,22.27269248,3956971,2019,0,816
Oklahoma,9,787,0,53,22.27269248,3956971,2019,0,809.4
Oklahoma,10,861,0,53,22.27269248,3956971,2019,0,825
Oklahoma,11,870,0,53,22.27269248,3956971,2019,0,796
Oklahoma,12,854,0,53,22.27269248,3956971,2019,0,789.6
Oklahoma,13,806,0,53,22.27269248,3956971,2019,0,740.4
Oklahoma,14,765,0,54.1,22.27269248,3956971,2019,0,734.4
Oklahoma,15,756,0,54.1,22.27269248,3956971,2019,0,743.6
Oklahoma,16,722,0,54.1,22.27269248,3956971,2019,0,722
Oklahoma,17,729,0,54.1,22.27269248,3956971,2019,0,730.2
Oklahoma,18,746,0,75.1,22.27269248,3956971,2019,0,746.8
Oklahoma,1,883,0,38.3,22.27269248,3956971,2020,0,834.6
Oklahoma,2,793,0,38.3,22.27269248,3956971,2020,0,842.6
Oklahoma,3,771,0,38.3,22.27269248,3956971,2020,0,845
Oklahoma,4,679,0,38.3,22.27269248,3956971,2020,0,845.4
Oklahoma,5,715,0,41,22.27269248,3956971,2020,0,829.2
Oklahoma,6,793,0,41,22.27269248,3956971,2020,0,842.6
Oklahoma,7,772,0,41,22.27269248,3956971,2020,0,845
Oklahoma,8,731,0,41,22.27269248,3956971,2020,0,816
Oklahoma,9,765,0,41,22.27269248,3956971,2020,0,809.4
Oklahoma,10,761,1,53,22.27269248,3956971,2020,0,825
Oklahoma,11,742,1,53,22.27269248,3956971,2020,0,796
Oklahoma,12,760,1,53,22.27269248,3956971,2020,0,789.6
Oklahoma,13,741,1,53,22.27269248,3956971,2020,17,740.4
Oklahoma,14,638,1,54.1,22.27269248,3956971,2020,37,734.4
Oklahoma,15,597,1,54.1,22.27269248,3956971,2020,48,743.6
Oklahoma,16,314,1,54.1,22.27269248,3956971,2020,40,722
Oklahoma,17,69,1,54.1,22.27269248,3956971,2020,28,730.2
Oregon,1,747,0,35.3,16.96542506,4217737,2019,0,785.4
Oregon,2,781,0,35.3,16.96542506,4217737,2019,0,781
Oregon,3,765,0,35.3,16.96542506,4217737,2019,0,777.6
Oregon,4,719,0,35.3,16.96542506,4217737,2019,0,737.4
Oregon,5,678,0,33.2,16.96542506,4217737,2019,0,740
Oregon,6,739,0,33.2,16.96542506,4217737,2019,0,738.8
Oregon,7,720,0,33.2,16.96542506,4217737,2019,0,709.4
Oregon,8,756,0,33.2,16.96542506,4217737,2019,0,714
Oregon,9,753,0,38.4,16.96542506,4217737,2019,0,734.2
Oregon,10,773,0,38.4,16.96542506,4217737,2019,0,746.4
Oregon,11,783,0,38.4,16.96542506,4217737,2019,0,734.4
Oregon,12,782,0,38.4,16.96542506,4217737,2019,0,719.6
Oregon,13,775,0,38.4,16.96542506,4217737,2019,0,705.4
Oregon,14,774,0,45,16.96542506,4217737,2019,0,707.4
Oregon,15,702,0,45,16.96542506,4217737,2019,0,704.8
Oregon,16,740,0,45,16.96542506,4217737,2019,0,714.4
Oregon,17,681,0,45,16.96542506,4217737,2019,0,682.2
Oregon,18,674,0,55.4,16.96542506,4217737,2019,0,690.4
Oregon,1,733,0,35.3,16.96542506,4217737,2020,0,785.4
Oregon,2,763,0,35.3,16.96542506,4217737,2020,0,781
Oregon,3,767,0,35.3,16.96542506,4217737,2020,0,777.6
Oregon,4,745,0,35.3,16.96542506,4217737,2020,0,737.4
Oregon,5,723,0,33.2,16.96542506,4217737,2020,0,740
Oregon,6,724,0,33.2,16.96542506,4217737,2020,0,738.8
Oregon,7,775,0,33.2,16.96542506,4217737,2020,0,709.4
Oregon,8,723,0,33.2,16.96542506,4217737,2020,0,714
Oregon,9,729,0,33.2,16.96542506,4217737,2020,0,734.2
Oregon,10,772,1,38.4,16.96542506,4217737,2020,0,746.4
Oregon,11,719,1,38.4,16.96542506,4217737,2020,0,734.4
Oregon,12,728,1,38.4,16.96542506,4217737,2020,0,719.6
Oregon,13,686,1,38.4,16.96542506,4217737,2020,14,705.4
Oregon,14,619,1,45,16.96542506,4217737,2020,23,707.4
Oregon,15,493,1,45,16.96542506,4217737,2020,22,704.8
Oregon,16,333,1,45,16.96542506,4217737,2020,21,714.4
Oregon,17,84,1,45,16.96542506,4217737,2020,20,682.2
Pennsylvania,1,2719,0,25.9,110.4726372,12801989,2019,0,2915
Pennsylvania,2,2725,0,25.9,110.4726372,12801989,2019,0,2952.6
Pennsylvania,3,2803,0,25.9,110.4726372,12801989,2019,0,2935.2
Pennsylvania,4,2913,0,25.9,110.4726372,12801989,2019,0,2927.4
Pennsylvania,5,2803,0,34.3,110.4726372,12801989,2019,0,2836.8
Pennsylvania,6,2809,0,34.3,110.4726372,12801989,2019,0,2853.4
Pennsylvania,7,2761,0,34.3,110.4726372,12801989,2019,0,2867.2
Pennsylvania,8,2801,0,34.3,110.4726372,12801989,2019,0,2805.2
Pennsylvania,9,2677,0,33.1,110.4726372,12801989,2019,0,2800
Pennsylvania,10,2797,0,33.1,110.4726372,12801989,2019,0,2792
Pennsylvania,11,2805,0,33.1,110.4726372,12801989,2019,0,2752.2
Pennsylvania,12,2705,0,33.1,110.4726372,12801989,2019,0,2733.2
Pennsylvania,13,2717,0,33.1,110.4726372,12801989,2019,0,2700.4
Pennsylvania,14,2627,0,43.2,110.4726372,12801989,2019,0,2650.4
Pennsylvania,15,2701,0,43.2,110.4726372,12801989,2019,0,2674.8
Pennsylvania,16,2641,0,43.2,110.4726372,12801989,2019,0,2630.8
Pennsylvania,17,2443,0,43.2,110.4726372,12801989,2019,0,2557.2
Pennsylvania,18,2473,0,64,110.4726372,12801989,2019,0,2504.2
Pennsylvania,1,2657,0,25.9,110.4726372,12801989,2020,0,2915
Pennsylvania,2,2449,0,25.9,110.4726372,12801989,2020,0,2952.6
Pennsylvania,3,2371,0,25.9,110.4726372,12801989,2020,0,2935.2
Pennsylvania,4,2170,0,25.9,110.4726372,12801989,2020,0,2927.4
Pennsylvania,5,1952,0,34.3,110.4726372,12801989,2020,0,2836.8
Pennsylvania,6,1957,0,34.3,110.4726372,12801989,2020,0,2853.4
Pennsylvania,7,1927,0,34.3,110.4726372,12801989,2020,0,2867.2
Pennsylvania,8,1910,0,34.3,110.4726372,12801989,2020,0,2805.2
Pennsylvania,9,1955,0,34.3,110.4726372,12801989,2020,0,2800
Pennsylvania,10,1929,1,33.1,110.4726372,12801989,2020,0,2792
Pennsylvania,11,2045,1,33.1,110.4726372,12801989,2020,0,2752.2
Pennsylvania,12,2180,1,33.1,110.4726372,12801989,2020,0,2733.2
Pennsylvania,13,2540,1,33.1,110.4726372,12801989,2020,50,2700.4
Pennsylvania,14,2803,1,43.2,110.4726372,12801989,2020,193,2650.4
Pennsylvania,15,3138,1,43.2,110.4726372,12801989,2020,573,2674.8
Pennsylvania,16,2918,1,43.2,110.4726372,12801989,2020,771,2630.8
Pennsylvania,17,819,1,43.2,110.4726372,12801989,2020,653,2557.2
Rhode Island,1,202,0,29,395.5791636,1059361,2019,0,218.8
Rhode Island,2,226,0,29,395.5791636,1059361,2019,0,219.6
Rhode Island,3,240,0,29,395.5791636,1059361,2019,0,207.8
Rhode Island,4,220,0,29,395.5791636,1059361,2019,0,228.4
Rhode Island,5,228,0,37.7,395.5791636,1059361,2019,0,217.4
Rhode Island,6,229,0,37.7,395.5791636,1059361,2019,0,232.4
Rhode Island,7,206,0,37.7,395.5791636,1059361,2019,0,220
Rhode Island,8,209,0,37.7,395.5791636,1059361,2019,0,209.6
Rhode Island,9,202,0,37.3,395.5791636,1059361,2019,0,208.6
Rhode Island,10,238,0,37.3,395.5791636,1059361,2019,0,216.2
Rhode Island,11,225,0,37.3,395.5791636,1059361,2019,0,202.4
Rhode Island,12,208,0,37.3,395.5791636,1059361,2019,0,210
Rhode Island,13,193,0,37.3,395.5791636,1059361,2019,0,194
Rhode Island,14,220,0,44.4,395.5791636,1059361,2019,0,207.2
Rhode Island,15,203,0,44.4,395.5791636,1059361,2019,0,199.2
Rhode Island,16,200,0,44.4,395.5791636,1059361,2019,0,204.4
Rhode Island,17,168,0,44.4,395.5791636,1059361,2019,0,204.4
Rhode Island,18,213,0,61.4,395.5791636,1059361,2019,0,210.4
Rhode Island,1,225,0,29,395.5791636,1059361,2020,0,218.8
Rhode Island,2,201,0,29,395.5791636,1059361,2020,0,219.6
Rhode Island,3,203,0,29,395.5791636,1059361,2020,0,207.8
Rhode Island,4,197,0,29,395.5791636,1059361,2020,0,228.4
Rhode Island,5,218,0,37.7,395.5791636,1059361,2020,0,217.4
Rhode Island,6,242,0,37.7,395.5791636,1059361,2020,0,232.4
Rhode Island,7,180,0,37.7,395.5791636,1059361,2020,0,220
Rhode Island,8,203,0,37.7,395.5791636,1059361,2020,0,209.6
Rhode Island,9,233,0,37.7,395.5791636,1059361,2020,0,208.6
Rhode Island,10,243,1,37.3,395.5791636,1059361,2020,0,216.2
Rhode Island,11,178,1,37.3,395.5791636,1059361,2020,0,202.4
Rhode Island,12,185,1,37.3,395.5791636,1059361,2020,0,210
Rhode Island,13,146,1,37.3,395.5791636,1059361,2020,0,194
Rhode Island,14,153,1,44.4,395.5791636,1059361,2020,18,207.2
Rhode Island,15,101,1,44.4,395.5791636,1059361,2020,40,199.2
Rhode Island,16,42,1,44.4,395.5791636,1059361,2020,67,204.4
South Carolina,1,990,0,46.7,66.12988327,5148714,2019,0,1003.2
South Carolina,2,999,0,46.7,66.12988327,5148714,2019,0,1032.6
South Carolina,3,1034,0,46.7,66.12988327,5148714,2019,0,1022.2
South Carolina,4,1034,0,46.7,66.12988327,5148714,2019,0,1008.6
South Carolina,5,1015,0,57.3,66.12988327,5148714,2019,0,1002.4
South Carolina,6,1038,0,57.3,66.12988327,5148714,2019,0,1006.4
South Carolina,7,1000,0,57.3,66.12988327,5148714,2019,0,1020
South Carolina,8,1035,0,57.3,66.12988327,5148714,2019,0,992.2
South Carolina,9,936,0,51.9,66.12988327,5148714,2019,0,967.6
South Carolina,10,1005,0,51.9,66.12988327,5148714,2019,0,969
South Carolina,11,1004,0,51.9,66.12988327,5148714,2019,0,964
South Carolina,12,1044,0,51.9,66.12988327,5148714,2019,0,944.6
South Carolina,13,931,0,51.9,66.12988327,5148714,2019,0,947.8
South Carolina,14,983,0,59.9,66.12988327,5148714,2019,0,936.2
South Carolina,15,925,0,59.9,66.12988327,5148714,2019,0,915.8
South Carolina,16,889,0,59.9,66.12988327,5148714,2019,0,897.4
South Carolina,17,937,0,59.9,66.12988327,5148714,2019,0,901.8
South Carolina,18,972,0,73.8,66.12988327,5148714,2019,0,889.4
South Carolina,1,1083,0,46.7,66.12988327,5148714,2020,0,1003.2
South Carolina,2,1077,0,46.7,66.12988327,5148714,2020,0,1032.6
South Carolina,3,1046,0,46.7,66.12988327,5148714,2020,0,1022.2
South Carolina,4,1031,0,46.7,66.12988327,5148714,2020,0,1008.6
South Carolina,5,1023,0,57.3,66.12988327,5148714,2020,0,1002.4
South Carolina,6,1092,0,57.3,66.12988327,5148714,2020,0,1006.4
South Carolina,7,997,0,57.3,66.12988327,5148714,2020,0,1020
South Carolina,8,1032,0,57.3,66.12988327,5148714,2020,0,992.2
South Carolina,9,1036,0,57.3,66.12988327,5148714,2020,0,967.6
South Carolina,10,1123,1,51.9,66.12988327,5148714,2020,0,969
South Carolina,11,1088,1,51.9,66.12988327,5148714,2020,0,964
South Carolina,12,1057,1,51.9,66.12988327,5148714,2020,0,944.6
South Carolina,13,1011,1,51.9,66.12988327,5148714,2020,18,947.8
South Carolina,14,1015,1,59.9,66.12988327,5148714,2020,35,936.2
South Carolina,15,1049,1,59.9,66.12988327,5148714,2020,51,915.8
South Carolina,16,757,1,59.9,66.12988327,5148714,2020,45,897.4
South Carolina,17,161,1,59.9,66.12988327,5148714,2020,43,901.8
South Dakota,1,169,0,18.1,4.505529932,884659,2019,0,166.6
South Dakota,2,161,0,18.1,4.505529932,884659,2019,0,161.6
South Dakota,3,151,0,18.1,4.505529932,884659,2019,0,154.2
South Dakota,4,164,0,18.1,4.505529932,884659,2019,0,173.2
South Dakota,5,185,0,11.6,4.505529932,884659,2019,0,159.6
South Dakota,6,149,0,11.6,4.505529932,884659,2019,0,157.6
South Dakota,7,182,0,11.6,4.505529932,884659,2019,0,164.6
South Dakota,8,157,0,11.6,4.505529932,884659,2019,0,162
South Dakota,9,162,0,30.5,4.505529932,884659,2019,0,164
South Dakota,10,176,0,30.5,4.505529932,884659,2019,0,168.6
South Dakota,11,177,0,30.5,4.505529932,884659,2019,0,160.8
South Dakota,12,162,0,30.5,4.505529932,884659,2019,0,163.2
South Dakota,13,142,0,30.5,4.505529932,884659,2019,0,152.2
South Dakota,14,167,0,36.7,4.505529932,884659,2019,0,163.2
South Dakota,15,157,0,36.7,4.505529932,884659,2019,0,163.6
South Dakota,16,187,0,36.7,4.505529932,884659,2019,0,159
South Dakota,17,149,0,36.7,4.505529932,884659,2019,0,141.8
South Dakota,18,184,0,62.1,4.505529932,884659,2019,0,157
South Dakota,1,169,0,18.1,4.505529932,884659,2020,0,166.6
South Dakota,2,168,0,18.1,4.505529932,884659,2020,0,161.6
South Dakota,3,167,0,18.1,4.505529932,884659,2020,0,154.2
South Dakota,4,149,0,18.1,4.505529932,884659,2020,0,173.2
South Dakota,5,162,0,11.6,4.505529932,884659,2020,0,159.6
South Dakota,6,149,0,11.6,4.505529932,884659,2020,0,157.6
South Dakota,7,177,0,11.6,4.505529932,884659,2020,0,164.6
South Dakota,8,173,0,11.6,4.505529932,884659,2020,0,162
South Dakota,9,161,0,11.6,4.505529932,884659,2020,0,164
South Dakota,10,191,1,30.5,4.505529932,884659,2020,0,168.6
South Dakota,11,165,1,30.5,4.505529932,884659,2020,0,160.8
South Dakota,12,160,1,30.5,4.505529932,884659,2020,0,163.2
South Dakota,13,142,1,30.5,4.505529932,884659,2020,0,152.2
South Dakota,14,155,1,36.7,4.505529932,884659,2020,0,163.2
South Dakota,15,134,1,36.7,4.505529932,884659,2020,0,163.6
South Dakota,16,100,1,36.7,4.505529932,884659,2020,0,159
South Dakota,17,29,1,36.7,4.505529932,884659,2020,0,141.8
Tennessee,1,1575,0,39.4,63.9446545,6829174,2019,0,1589.8
Tennessee,2,1489,0,39.4,63.9446545,6829174,2019,0,1566.4
Tennessee,3,1486,0,39.4,63.9446545,6829174,2019,0,1545.2
Tennessee,4,1482,0,39.4,63.9446545,6829174,2019,0,1492.4
Tennessee,5,1488,0,48.5,63.9446545,6829174,2019,0,1500.6
Tennessee,6,1544,0,48.5,63.9446545,6829174,2019,0,1532.4
Tennessee,7,1547,0,48.5,63.9446545,6829174,2019,0,1491.2
Tennessee,8,1540,0,48.5,63.9446545,6829174,2019,0,1490.8
Tennessee,9,1500,0,48.2,63.9446545,6829174,2019,0,1465.4
Tennessee,10,1481,0,48.2,63.9446545,6829174,2019,0,1453.4
Tennessee,11,1449,0,48.2,63.9446545,6829174,2019,0,1439.2
Tennessee,12,1471,0,48.2,63.9446545,6829174,2019,0,1421.6
Tennessee,13,1479,0,48.2,63.9446545,6829174,2019,0,1422.2
Tennessee,14,1561,0,52.8,63.9446545,6829174,2019,0,1428.6
Tennessee,15,1494,0,52.8,63.9446545,6829174,2019,0,1406.2
Tennessee,16,1458,0,52.8,63.9446545,6829174,2019,0,1370.2
Tennessee,17,1518,0,52.8,63.9446545,6829174,2019,0,1388.6
Tennessee,18,1402,0,72.2,63.9446545,6829174,2019,0,1366.6
Tennessee,1,1606,0,39.4,63.9446545,6829174,2020,0,1589.8
Tennessee,2,1679,0,39.4,63.9446545,6829174,2020,0,1566.4
Tennessee,3,1587,0,39.4,63.9446545,6829174,2020,0,1545.2
Tennessee,4,1521,0,39.4,63.9446545,6829174,2020,0,1492.4
Tennessee,5,1575,0,48.5,63.9446545,6829174,2020,0,1500.6
Tennessee,6,1602,0,48.5,63.9446545,6829174,2020,0,1532.4
Tennessee,7,1436,0,48.5,63.9446545,6829174,2020,0,1491.2
Tennessee,8,1501,0,48.5,63.9446545,6829174,2020,0,1490.8
Tennessee,9,1476,0,48.5,63.9446545,6829174,2020,0,1465.4
Tennessee,10,1585,1,48.2,63.9446545,6829174,2020,0,1453.4
Tennessee,11,1555,1,48.2,63.9446545,6829174,2020,0,1439.2
Tennessee,12,1484,1,48.2,63.9446545,6829174,2020,0,1421.6
